,album,song,lyrics,num_of_words
31,To Pimp A Butterfly,institutionalized,"   What money got to do with it When I dont know the full definition of a rap image? Im trapped inside the ghetto and I aint proud to admit it Institutionalized, I keep runnin back for a visit Hol up, get it back I said Im trapped inside the ghetto and I aint proud to admit it Institutionalized, I could still kill me a nigga, so what?   If I was the president Id pay my mamas rent Free my homies and them Bulletproof my Chevy doors Lay in the White House and get high, Lord Who ever thought? Master, take the chains off me!     Zoom Zoom Zoom Zoom Zoom Zoom, Zoom, Zoom Zoom Zoom Zoom Zoom Zoom Zoom, Zoom, Zoom Shit   Life to me, like a box of chocolate Quid pro quo, somethin for somethin, thats the obvious Oh shit, flows so sick, dont you swallow it Bitin my style, youre salmonella poison positive I can just alleviate the rap industry politics Milk the game up, never lactose intolerant The last remainder of real shit, you know the obvious Me, scholarship? No, streets put me through colleges Be all you can be, true, but the problem is Dream only a dream if work dont follow it Remind me of the homies that used to know me, now follow this Ill tell you my hypothesis, Im probably just way too loyal K Dizzle will do it for you, my niggas think Im a god Truthfully all of em spoiled, usually youre never charged But somethin came over you once I took you to the fuckin BET Awards You lookin at artists like the harvests So many Rollies around you and you want all of them Somebody told me you thinkin bout snatchin jewelry I shouldve listened when my grandmama said to me   Shit dont change until you get up and wash yo ass, nigga Shit dont change until you get up and wash yo ass, boy Shit dont change until you get up and wash yo ass, nigga Oh now, slow down   And once upon a time, in a city so divine Called West Side Compton, there stood a little nigga He was 5 foot something, God bless the kid Took his homie to the show and this is what they said   Fuck am I posed to do when Im lookin at walkin licks? The constant big money talk bout the mansion and foreign whips The private jets and passport, presidential glass floor Gold bottles, gold models, sniffin up the ass for Instagram flicks, suckin dick, fuck is this? One more sucker wavin wit a flashy wrist My defense, mechanism tell me to get him Quickly because he got it Its a recession, then why the fuck he at King of Diamonds? No more livin poor, meet my four-four When I see em, put the per diem on the floor Now Kendrick, know theyre your co-workers But its gon take a lot for this pistol go cold turkey Now I can watch his watch on the TV and be okay But see Im on the clock once that watch landin in LA Remember steal from the rich and givin it back to the poor? Well thats me at these awards I guess my grandmama was warnin a boy She said...   Shit dont change until you get up and wash yo ass, nigga Shit dont change until you get up and wash yo ass, boy Shit dont change until you get up and wash yo ass, nigga Oh now, slow down   And once upon a time, in a city so divine Called West Side Compton, there stood a little nigga He was 5 foot something, dazed and confused Talented but still under the neighborhood ruse You can take your boy out the hood but you cant take  the hood out the homie Took his show money, stashed it in the mozey wozey Hollywoods nervous Fuck you, goodnight, thank you much for your service",661
32,To Pimp A Butterfly,these-walls,"    I remember you was conflicted, misusing your influence Sometimes, I did the same  If these walls could talk If these walls could talk If these walls could talk If these walls could talk If these walls could talk If these walls could talk Sex   She just want to close her eyes and sway With you, with you, with you Exercise her right to work it out Its true, its true, its true Shout out to the birthday girls, say hey (Hey), say hey (Hey) (Ah, girl) Everyone deserves a night to play (Play) And she plays only when you tell her no   If these walls could talk (I can feel your reign when it cries, gold lives inside of you) If these walls could talk (I love it when I’m in it, I love it when I’m in it)   If these walls could talk, they’d tell me to swim good No boat, I float better than he would No life jacket, I’m not the God of Nazareth But your flood can be misunderstood Walls telling me they full of pain, resentment Need someone to live in them just to relieve tension Me, I’m just a tenant Landlord said these walls vacant more than a minute These walls are vulnerable, exclamation Interior pink, color coordinated I interrogated every nook and cranny I mean, its still amazing, before they couldn’t stand me These walls want to cry tears These walls happier when I’m here These walls never could hold up Every time I come around, demolition might crush   If these walls could talk (I can feel your reign when it cries, gold lives inside of you) If these walls could talk (I love it when I’m in it, I love it when I’m in it)   If these walls could talk, they’d tell me to go deep Yelling at me continuously, I can see Your defense mechanism is my decision Knock these walls down, that’s my religion Walls feeling like they ready to close in I suffocate, then catch my second wind I resonate in these walls I don’t know how long I can wait in these walls I’ve been on the streets too long Looking at you from the outside in They sing the same old song About how they walls always the cleanest I beg to differ, I must’ve missed them I’m not involved, I’d rather diss them I’d rather call on you, put your wall up Cause when I come around, demolition gon’ crush   If these walls could talk (I can feel your reign when it cries, gold lives inside of you) If these walls could talk (I love it when I’m in it, I love it when I’m in it)     If your walls could talk, they’d tell you it’s too late Your destiny accepted your fate Burn accessories and stash them where they are Take the recipe, the Bible and God Wall telling you that commissary is low Race wars happening, no calling CO No calling your mother to save you Homies to say youre reputable, not acceptable Your behavior is Sammy Da Bull like A killer that turned snitch Walls is telling me you a bitch You pray for appeals hoping the warden would afford them That sentence so important Walls telling you to listen to ""Sing About Me"" Retaliation is strong, you even dream bout me Killed my homeboy and God spared your life Dumb criminal got indicted same night So when you play this song, rewind the first verse About me abusing my power so you can hurt About me and her in the shower whenever she horny About me and her in the after hours of the morning About her baby daddy currently serving life And how she think about you until we meet up at night About the only girl that cared about you when you asked her And how she fucking on a famous rapper Walls could talk   I remember you was conflicted Misusing your influence Sometimes I did the same Abusing my power, full of resentment Resentment that turned into a deep depression Found myself screaming in a hotel room",688
33,To Pimp A Butterfly,u,"     Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated   I place blame on you still, place shame on you still Feel like you aint shit, feel like you dont feel Confidence in yourself, breakin on marble floors Watchin anonymous strangers, tellin me that Im yours But you aint shit, Im convinced your tolerance nothin special What can I blame you for, nigga I can name several Situations, Ill start with your little sister bakin A baby inside, just a teenager, where your patience? Where was your antennas? Where was the influence you speak of? You preached in front of 100,000 but never reached her I fuckin tell you, you fuckin failure—you aint no leader! I never liked you, forever despise you—I dont need you! The world dont need you, dont let them deceive you Numbers lie too, fuck your pride too, thats for dedication Thought money would change you Made you more complacent I fuckin hate you, I hope you embrace it I swear—   Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated Loving you is complicated, loving you is complicated   Lovin you, lovin you, not lovin you, 100° proof I can feel your vibe and recognize that youre ashamed of me Yes, I hate you, too   House keeping (Knocking) House keeping ¡Abre la puerta! ¡Abre la puerta tengo que limpiar el cuarto! ¡Es que no hay mucho tiempo tengo que limpiar el cuarto! ¡Disculpe!   You the reason why mama and them leavin No you aint shit, you say you love them, I know you dont mean it I know youre irresponsible, selfish, in denial, cant help it Your trials and tribulations a burden, everyone felt it Everyone heard it, multiple shots, corners cryin out You was deserted, where was your antennas again? Where was your presence, where was your support that you pretend? You ain’t no brother, you ain’t no disciple, you ain’t no friend A friend never leave Compton for profit or leave his best friend Little brother, you promised you’d watch him before they shot him Where was your antennas, on the road, bottles and bitches You faced time the one time, thats unforgiven You even Facetimed instead of a hospital visit Guess you thought he would recover well Third surgery, they couldnt stop the bleeding for real Then he died, God himself will say ""you fuckin failed"" You aint try   I know your secrets nigga Mood swings is frequent nigga I know depression is restin on your heart for two reasons nigga I know you and a couple block boys aint been speakin nigga Yall damn near beefin, I seen it and youre the reason nigga And if this bottle could talk *gulp* I cry myself to sleep Bitch everything is your fault Faults breakin to pieces, earthquakes on every weekend Because you shook as soon as you knew confinement was needed I know your secrets, dont let me tell them to the world About that shit you thinkin and that time you *gulp* Im bout to hurl Im fucked up, but I aint as fucked up as you You just cant get right, I think your heart made of bullet proof Shoulda killed yo ass a long time ago You shoulda feeled that black revolver blast a long time ago And if those mirrors could talk it would say ""you gotta go"" And if I told your secrets The worldll know money cant stop a suicidal weakness",626
34,To Pimp A Butterfly,alright,"    Alls my life I has to fight, nigga Alls my life I... Hard times like, ""God!"" Bad trips like, ""Yeah!"" Nazareth, Im fucked up Homie, you fucked up But if God got us, then we gon be alright   Nigga, we gon be alright Nigga, we gon be alright We gon be alright Do you hear me, do you feel me? We gon be alright Nigga, we gon be alright Huh? We gon be alright Nigga, we gon be alright Do you hear me, do you feel me? We gon be alright   Uh, and when I wake up I recognize youre looking at me for the pay cut But homicide be looking at you from the face down What MAC-11 even boom with the bass down? Schemin, and let me tell you bout my life Painkillers only put me in the twilight Where pretty pussy and Benjamin is the highlight Now tell my momma I love her, but this what I like, Lord knows 20 of em in my Chevy, tell em all to come and get me Reaping everything I sow, so my karma comin heavy No preliminary hearings on my record Im a motherfucking gangster in silence for the record Tell the world I know its too late Boys and girls, I think I gone cray Drown inside my vices all day Wont you please believe when I say   Wouldnt you know We been hurt, been down before Nigga, when our pride was low Lookin at the world like, ""Where do we go?"" Nigga, and we hate po-po Wanna kill us dead in the street fo sho Nigga, Im at the preachers door My knees gettin weak, and my gun might blow But we gon be alright   Nigga, we gon be alright Nigga, we gon be alright We gon be alright Do you hear me, do you feel me? We gon be alright Nigga, we gon be alright Huh? We gon be alright Nigga, we gon be alright Do you hear me, do you feel me? We gon be alright   What you want you: a house or a car? 40 acres and a mule? A piano, a guitar? Anything, see my name is Lucy, Im your dog Motherfucker, you can live at the mall I can see the evil, I can tell it, I know its illegal I dont think about it, I deposit every other zero Thinking of my partner, put the candy, paint it on the Regal Digging in my pocket, aint a profit big enough to feed you Everyday my logic get another dollar just to keep you In the presence of your chico... Ah! I dont talk about it, be about it, everyday I sequel If I got it then you know you got it, Heaven, I can reach you Pet dog, pet dog, pet dog, my dog, thats all Pick back and chat, I trap the back for yall I rap, I black on track so rest assured My rights, my wrongs; I write til Im right with God   Wouldnt you know We been hurt, been down before Nigga, when our pride was low Lookin at the world like, ""Where do we go?"" Nigga, and we hate po-po Wanna kill us dead in the street fo sho Nigga, Im at the preachers door My knees gettin weak, and my gun might blow But we gon be alright   Nigga, we gon be alright Nigga, we gon be alright We gon be alright Do you hear me, do you feel me? We gon be alright Nigga, we gon be alright Huh? We gon be alright Nigga, we gon be alright Do you hear me, do you feel me? We gon be alright   I keep my head up high I cross my heart and hope to die Lovin me is complicated Too afraid, a lot of changes Im alright, and youre a favorite Dark nights in my prayers   I remembered you was conflicted Misusing your influence, sometimes I did the same Abusing my power, full of resentment Resentment that turned into a deep depression Found myself screamin in the hotel room I didnt wanna self-destruct The evils of Lucy was all around me So I went runnin for answers",702
35,To Pimp A Butterfly,for-sale-interlude," Oh, oh, oh, ohhhh, ohh, ohh Oh, oh, oh, ohhhh, ohh, ohh Breathing Whats wrong, nigga? I thought you was keeping it gangsta I thought this what you wanted They say if you scared, go to church But remember, he knows the bible too   Now baby when I get you get you get you get you Ima go hit the throttle with you Smoking lokin poking that doja till Im idle with you Cause I (want you) Now baby when Im riding here Im riding dirty Registration is out of service Smoking lokin drinking that potion you can see me swerving Cause I (want you) (I want you more than you know)   I remember you took me to the mall last week baby You looked me in my eyes about 4 5 times Till I was hypnotized then you clarified That I (want you) You said Sherane aint got nothing on Lucy I said, ""you crazy?"" Roses are red violets are blue but me and you both pushing up daisies if I (want you)   Now baby when I get you get you get you get you Ima go hit the throttle with you Smoking lokin poking that doja till Im idle with you   You said to me You said your name was Lucy I said ""wheres Ricardo?"" You said ""oh no, not the show"" Then you spit a little rap to me like this When I turned 26 I was like ""oh shit"" You said to me I remember what you said too, you said ""My name is Lucy, Kendrick You introduced me Kendrick Usually I don’t do this But I see you and me Kendrick Lucy give you no worries Lucy got million stories About these rappers that I came after when they was boring Lucy gon fill your pockets Lucy gon move your mama out of Compton Inside the gi-gantic mansion like I promised Lucy just want your trust and loyalty Avoiding me? Its not so easy Im at these functions accordingly Kendrick, Lucy dont slack a minute Lucy work harder Lucy gon call you even when Lucy know you love your Father Im Lucy I loosely heard prayers on your first album truly Lucy dont mind cause at the end of the day youll pursue me Lucy go get it, Lucy not timid, Lucy up front Lucy got paper work on top of paper work I want you to know that Lucy got you All your life I watched you And now you all grown up to sign this contract if that’s possible""   Now baby when I get you get you get you get you Ima go hit the throttle with you Smoking lokin poking the doja till Im idle with you Cause I (want you) Now baby when Im riding here Im riding dirty Registration is out of service Smoking lokin drinking that potion you can see me swerving Cause I (want you)   I remembered you was conflicted Misusing your influence, sometimes I did the same Abusing my power full of resentment Resentment that turned into a deep depression Found myself screamin in the hotel room I didnt wanna self destruct The evils of Lucy was all around me So I went runnin for answers Until I came home  ",543
36,To Pimp A Butterfly,momma,"   Oh shit! Oh, I need that. I need that sloppy. That sloppy. Like a Chevy in quicksand. Yeah. That sloppy   This feelin is unmatched This feelin is brought to you by adrenaline and good rap Black Pendleton ball cap (West, west, west) We dont share the same synonym, fall back (West, west, west) Been in it before internet had new acts Mimicking radios nemesis made me wack My innocence limited the experience lacked Ten of us with no tentative tactic that cracked The mind of a literate writer, but I did it in fact You admitted it once I submitted it wrapped in plastic Remember scribblin scratchin dilligent sentences backwards Visiting freestyle cyphers for your reaction Now I can live in a stadium, pack it the fastest Gamblin Benjamin benefits, sinnin in traffic Spinnin women in cartwheels, linen fabric on fashion Winnin in every decision Kendrick is master that mastered it Isnt it lovely how menaces turned attraction? Pivotin rappers, finish your fraction while writing blue magic Thank God for rap, I would say it got me a plaque But whats better than that? The fact it brought me back home   We been waitin for you Waitin for you Waitin for you Waitin for you   I know everything I know everything, know myself I know morality, spirituality, good and bad health I know fatality might haunt you I know everything, I know Compton I know street shit, I know shit thats conscious I know everything, I know lawyers, advertisement and sponsors I know wisdom, I know bad religion, I know good karma I know everything, I know history I know the universe works mentally I know the perks of bullshit isnt meant for me I know everything, I know cars, clothes, hoes, and money I know loyalty, I know respect, I know those thats ornery I know everything, the highs, the lows, the groupies, the junkies I know if Im generous at heart, I dont need recognition The way Im rewarded, well, thats Gods decision I know you know that lines for Compton School District Just give it to the kids, don’t gossip about how it was distributed I know how people work I know the price of life, Im knowin how much it’s worth I know what I know and I know it well not to ever forget Until I realized I didn’t know shit The day I came home   We been waitin for you Waitin for you Waitin for you Waitin for you   I met a little boy that resembled my features Nappy afro, gap in his smile Hand me down sneakers bounced through the crowd Run a number on man and woman that crossed him Sun beamin on his beady beads exhausted Tossin footballs with his ashy black ankles Breakin new laws, mama passed on home trainin He looked at me and said, ""Kendrick you do know my language You just forgot because of what public schools had painted Oh, I forgot, Dont Kill My Vibe, thats right, youre famous I used to watch on Channel 5, TV was taken But never mind youre here right now dont you mistake it Its just a new trip, take a glimpse at your familys ancestor Make a new list, of everything you thought was progress And that was bullshit, I mean your life is full of turmoil Spoiled by fantasies of who you are, I feel bad for you I can attempt to enlighten you without frightenin you If you resist, Ill back off quick, go catch a flight or two But if you pick destiny over rest in peace then be an advocate Tell your homies especially to come back home""   This is a world premiere This is a world premiere This is a world premiere   I been lookin for you my whole life, an appetite For the feeling I can barely describe, where you reside? Is it in a woman, is it in money, or mankind? Tell me something got me losing my mind, AH! You make me wanna jump (Jump, jump, jump, jump, jump, jump, jump, jump (Lets talk about love)) (Jump, jump, jump, jump, jump, jump, jump, jump (Lets talk about love)) I been lookin for you my whole life, an appetite For the feeling I can barely describe, where you reside? Is it in a woman, is it in money, or mankind? Tell me something think Im losing my mind, AH! I say where you at, from the front to the back Im lookin for you I react, only when you react Ah, I thought I found you, back in the ghetto When I was seventeen with the .38 Special Maybe youre in a dollar bill, maybe youre not real Maybe only the wealthy get to know how you feel Maybe Im paranoid, ha, maybe I dont need you anyway Dont lie to me Im suicidal anyday I can be your advocate I can preach for you if you tell me what the matter is",831
37,To Pimp A Butterfly,hood-politics,"   K-Dot, pick up the phone, nigga Every time I call, its going to voicemail Dont tell me they got you on some weirdo rap shit, nigga No socks and skinny jeans and shit, ha Ha ha ha ha ha ha hahah Call me on Shaniquas phone!   I been A-1 since day one, you niggas boo boo Your home boy, your block that youre from, boo boo Lil hoes you went to school with, boo boo Baby mama and your new bitch, boo boo We was in the hood, 14 with the deuce-deuce 14 years later going hard, like we used to on the dead homies On the dead homies   I dont give a fuck about no politics in rap, my nigga My lil homie Stunna Deuce aint never comin back, my nigga So you better go hard every time you jump on wax, my nigga Fuck what they talkin bout, your shit is where its at, my nigga Came in this game, you stuck your fangs in this game You wore no chain in this game, your hood your name in this game Now you double up, time to bubble up the bread and huddle up Stickin to the scripts, now here if them benjamins go cuddle up Skip, hop, drip, drop, flip, flop with the white tube sock It goes ""Sherm Sticks, burn this"" Thats what the product smell like when the chemicals mix 50 nigga salute, out the Compton zoo, with the extras El Cos, Monte Carlos, Road Kings and dressers Rip Ridaz, P-Funkers, Mexicans, they fuck with you Asians, they fuck with you, nobody can fuck with you   I been A-1 since day one, you niggas boo boo Your home boy, your block that youre from, boo boo Lil hoes you went to school with, boo boo Baby mama and your new bitch, boo boo We was in the hood, 14 with the deuce-deuce 14 years later going hard, like we used to on the dead homies On the dead homies   Hopped out the caddy, just got my dick sucked The little homies called and said: ""The enemies done cliqued up"" Oh, yeah? Puto want to squabble with mi barrio? Oh, yeah? Tell em they can run it for the cardio Oh, yeah? Everythin is everythin, its scandalous Slow motion for the ambulance, the project filled with cameras The LAPD gamblin, scramblin, football numbers slanderin Niggas names on paper, you snitched all summer Streets don’t fail me now, they tell me its a new gang in town From Compton to Congress, set trippin’ all around Aint nothin new, but a flu of new Demo-Crips and Re-Blood-licans Red state versus a blue state, which one you governin? They give us guns and drugs, call us thugs Make it they promise to fuck with you No condom, they fuck with you, Obama say, ""What it do?""   Obama say, ""What it do?"" Obama say, ""What it do?""   I been A-1 since day one, you niggas boo boo Your home boy, your block that youre from, boo boo Lil hoes you went to school with, boo boo Baby mama and your new bitch, boo boo We was in the hood, 14 with the deuce-deuce 14 years later going hard, like we used to on the dead homies On the dead homies   Everybody want to talk about who this and who that Who the realest and who wack, or who white or who black Critics want to mention that they miss when hip hop was rappin Motherfucker, if you did, then Killer Miked be platinum Y’all priorities fucked up, put energy in wrong shit Hennessy and Crown Vic, my memory been gone since Don’t ask me ‘bout no camera blocking at award shows No, don’t ask about my bitch, no, don’t ask about my Vogues Less you askin me about power, yeah, I got a lot of it Im the only nigga next to Snoop that can push the button Had the Coast on standby “K. Dot, what up? I heard they opened up Pandora’s box” I box ‘em all in, by a landslide Nah homie we too sensitive, it spill out to the streets I make the call and get the coast involved then history repeats But I resolved inside that private hall while sitting down with Jay He said ""its funny how one verse could fuck up the game""   I been A-1 since day one, you niggas boo boo   I remember you was conflicted Misusing your influence Sometimes I did the same Abusing my power full of resentment Resentment that turned into a deep depression Found myself screaming in a hotel room I didnt want to self-destruct The evils of Lucy was all around me So I went running for answers Until I came home But that didnt stop survivors guilt Going back and forth Trying to convince myself the stripes I earned Or maybe how A-1 my foundation was But while my loved ones was fighting A continuous war back in the city I was entering a new one",840
38,To Pimp A Butterfly,how-much-a-dollar-cost,"   How much a dollar really cost? The question is detrimental, paralyzin my thoughts Parasites in my stomach keep me with a gut feeling, yall Gotta see how I’m chillin once I park this luxury car Hopping out feeling big as Mutombo ""20 on pump 6,"" dirty Marcellus called me Dumbo 20 years ago, cant forget Now I can lend all my ear or two How to stack these residuals tenfold The liberal concept of what menll do ""20 on 6,"" he didnt hear me Indigenous African only spoke Zulu My American tongue was slurry Walked out the gas station A homeless man with a semi-tan complexion Asked me for ten rand, stressin about dry land Deep water, powder blue skies that crack open A piece of crack that he wanted, I knew he was smokin He begged and pleaded Asked me to feed him twice, I didnt believe it Told him, ""Beat it"" Contributin money just for his pipe, I couldnt see it He said, ""My son, temptation is one thing that Ive defeated Listen to me, I want a single bill from you Nothin less, nothin more"" I told him ""I aint have it"" and closed my door Tell me how much a dollar cost   Its more to feed your mind Water, sun and love, the one you love All you need, the air you breathe   Hes starin at me in disbelief My temper is buildin, hes starin at me, I grab my key Hes starin at me, I started the car, then I tried to leave And somethin told me to keep it in park until I could see The reason why he was mad at a stranger Like I was supposed to save him Like Im the reason hes homeless and askin me for a favor Hes starin at me, his eyes followed me with no laser Hes starin at me, I notice that his stare is contagious Cause now Im starin back at him, feelin some type of disrespect If I could throw a bat at him, itd be aimin at his neck I never understood someone beggin for goods Askin for handouts, takin it if they could And this particular person just had it down pat Starin at me for the longest until he finally asked ""Have you ever opened up Exodus 14? A humble man is all that we ever need Tell me how much a dollar cost""   Its more to feed your mind Water, sun and love, the one you love All you need, the air you breathe   Guilt trippin and feelin resentment I never met a transient that demanded attention They got me frustrated, indecisive and power trippin Sour emotions got me lookin at the universe different I should distance myself, I should keep it relentless My selfishness is what got me here, who the fuck Im kiddin? So Imma tell you like I told the last bum Crumbs and pennies, I need all of mines And I recognize this type of panhandlin all the time I got better judgement, I know when niggas hustlin, keep in mind When I was strugglin, I did compromise, now I comprehend I smell Grandpas old medicine, reekin from your skin Moonshine and gin, nigga youre babblin, your words aint flatterin Im imaginin Denzel but lookin at ONeal Kazaam is sad thrills, your gimmick is mediocre The jig is up, I seen you from a mile away losin focus And Im insensitive, and I lack empathy He looked at me and said, ""Your potential is bittersweet"" I looked at him and said, ""Every nickel is mines to keep"" He looked at me and said, ""Know the truth, itll set you free Youre lookin at the Messiah, the son of Jehovah, the higher power The choir that spoke the word, the Holy Spirit The nerve of Nazareth, and Ill tell you just how much a dollar cost The price of having a spot in Heaven imburse your loss, I am God""   I washed my hands, I said my grace What more do you want from me? Tears of a clown, guess Im not all what its all meant to be Shades of grey will never change if I condone Turn this page, help me change to right my wrongs",712
39,To Pimp A Butterfly,complexion-a-zulu-love,"   (Im with this)   Complexion (two-step) Complexion dont mean a thing (its a Zulu love) Complexion (two-step) It all feels the same (its a Zulu love)   Dark as the midnight hour or bright as the mornin sun Give a fuck about your complexion, I know what the Germans done Sneak (dissin) Sneak me through the back window, I’m a good field nigga I made a flower for you outta cotton just to chill with you You know Id go the distance, you know Im ten toes down Even if master listenin, cover your ears, he bout to mention   Complexion (two-step) Complexion dont mean a thing (its a Zulu love) Complexion (two-step) It all feels the same (its a Zulu love)   Dark as the midnight hour, Im bright as the mornin sun Brown skinned, but your blue eyes tell me your mama cant run Sneak (dissin) Sneak me through the back window, I’m a good field nigga I made a flower for you outta cotton just to chill with you You know Id go the distance, you know Im ten toes down Even if masters listenin, I got the worlds attention So Ima say somethin thats vital and critical for survival Of mankind, if he lyin, color should never rival Beauty is what you make it, I used to be so mistaken By different shades of faces Then Whit told me, ""A woman is woman, love the creation"" It all came from God, then you was my confirmation I came to where you reside And looked around to see more sights for sore eyes Let the Willie Lynch theory reverse a million times with...   Complexion (two-step) Complexion dont mean a thing (its a Zulu love) Complexion (two-step) It all feels the same (its a Zulu love)   You like it, I love it You like it, I love it You like it, I love it You like it, I love it You like it, I love it You like it, I love it You like it, I love it You like it, I love it (Where the homegirl Rapsody at? I need you to speak your mind real quick, loved one!)   Let me talk my Stu Scott, ‘scuse me on my 2Pac Keep your head up, when did you stop loving thy Color of your skin, color of your eyes That’s the real blues, baby, like you met Jay’s baby You blew me away, you think more beauty in blue, green and grey All my solemn men up north, 12 years a slave 12 years of age, thinkin my shade too dark I love myself, I no longer need Cupid Enforcin my dark side like a young George Lucas Light don’t mean you smart, bein dark don’t make you stupid And frame of mind for them bustas, ain’t talkin “Woohah!” Need a paradox for the pair of docs they tutored Like two Todds, L-L, you lose two times If you don’t see you beautiful in your complexion It ain’t complex to put it in context Find the air beneath the kite, that’s the context Yeah, baby, I’m conscious, ain’t no contest If you like it, I love it, all your earth tones been blessed Ain’t no stress, jigga boos wanna be I ain’t talkin Jay, I ain’t talkin Bey I’m talkin days we got school watchin movie screens And spike your self esteem The new James Bond gon be black as me Black as brown, hazelnut, cinnamon, black tea And it’s all beautiful to me Call your brothers magnificent, call all the sisters queens We all on the same team, blues and pirus, no colors ain’t a thing   Barefoot babies with no cares Teenage gun toters that don’t play fair, should I get out the car? I don’t see Compton, I see something much worse The land of the landmines, the hell that’s on earth",642
40,To Pimp A Butterfly,the-blacker-the-berry,"   Everything black, I dont want black (They want us to bow) I want everything black, I aint need black (Down to our knees) Some white, some black, I aint mean black (And pray to a God) I want everything black (That we dont believe) Everything black, want all things black I dont need black, want everything black Dont need black, our eyes aint black I own black, own everything black   Six in the morn, fire in the street Burn, baby, burn, thats all I wanna see And sometimes I get off watchin you die in vain Its such a shame they may call me crazy They may say I suffer from schizophrenia or somethin But homie, you made me Black dont crack, my nigga   Im the biggest hypocrite of 2015 Once I finish this, witnesses will convey just what I mean Been feeling this way since I was 16, came to my senses You never liked us anyway, fuck your friendship, I meant it Im African-American, Im African Im black as the moon, heritage of a small village Pardon my residence Came from the bottom of mankind My hair is nappy, my dick is big, my nose is round and wide You hate me dont you? You hate my people, your plan is to terminate my culture Youre fuckin evil I want you to recognize that Im a proud monkey You vandalize my perception but cant take style from me And this is more than confession I mean I might press the button just so you know my discretion Im guardin my feelings, I know that you feel it You sabotage my community, makin a killin You made me a killer, emancipation of a real nigga   The blacker the berry, the sweeter the juice The blacker the berry, the sweeter the juice The blacker the berry, the sweeter the juice The blacker the berry, the bigger I shoot   I said they treat me like a slave, cah me black Woi, we feel a whole heap of pain, cah we black And man a say they put me inna chains, cah we black Imagine now, big gold chains full of rocks How you no see the whip, left scars pon me back But now we have a big whip parked pon the block All them say we doomed from the start, cah we black Remember this, every race start from the block, jus member dat   Im the biggest hypocrite of 2015 Once I finish this, witnesses will convey just what I mean I mean, its evident that Im irrelevant to society Thats what youre telling me, penitentiary would only hire me Curse me till Im dead Church me with your fake prophesizing that Imma be just another slave in my head Institutionalized manipulation and lies Reciprocation of freedom only live in your eyes You hate me dont you? I know you hate me just as much as you hate yourself Jealous of my wisdom and cards I dealt Watchin me as I pull up, fill up my tank, then peel out Muscle cars like pull ups, show you what these big wheels bout, ah Black and successful, this black man meant to be special Katzkins on my radar, bitch, how can I help you? How can I tell you Im making a killin? You made me a killer, emancipation of a real nigga   The blacker the berry, the sweeter the juice The blacker the berry, the sweeter the juice The blacker the berry, the sweeter the juice The blacker the berry, the bigger I shoot   I said they treat me like a slave, cah me black Woi, we feel a whole heap of pain, cah we black And man a say they put me inna chains, cah we black Imagine now, big gold chains full of rocks How you no see the whip, left scars pon me back But now we have a big whip parked pon the block All them say we doomed from the start, cah we black Remember this, every race start from the block, jus member dat   Im the biggest hypocrite of 2015 When I finish this if you listenin then sure you will agree This plot is bigger than me, its generational hatred Its genocism, its grimy, little justification Im African-American, Im African Im black as the heart of a fuckin Aryan Im black as the name of Tyrone and Darius Excuse my French but fuck you — no, fuck yall Thats as blunt as it gets, I know you hate me, dont you? You hate my people, I can tell cause its threats when I see you I can tell cause your ways deceitful Know I can tell because youre in love with that Desert Eagle Thinkin maliciously, he get a chain then you gone bleed him Its funny how Zulu and Xhosa might go to war Two tribal armies that want to build and destroy Remind me of these Compton Crip gangs that live next door Beefin with Pirus, only death settle the score So dont matter how much I say I like to preach with the Panthers Or tell Georgia State ""Marcus Garvey got all the answers"" Or try to celebrate February like its my B-Day Or eat watermelon, chicken, and Kool-Aid on weekdays Or jump high enough to get Michael Jordan endorsements Or watch BET cause urban support is important So why did I weep when Trayvon Martin was in the street when gang banging make me kill a nigga blacker than me? Hypocrite!  ",922
