album,song,lyrics
"good kid, m.A.A.d city",sherane-aka-master-splinters-daughter,"   Lord God I come to you a sinner And I humbly repent for my sins I believe that Jesus is Lord I believe that you raised him from the dead I will ask that Jesus will come to my life And be my Lord and Savior I receive Jesus to take control of my life And that I may live for him from this day forth Thank you Lord Jesus for saving me with your precious blood In Jesus name, Amen   I met her at this house party on El Segundo and Central She had the credentials of strippers in Atlanta Ass came with a hump from the jump she was a camel I want to ride like Arabians, push an 04 Mercedes-Benz ""Hello my name is Kendrick,"" she said ""No, youre handsome"" Whispered in my ear, disappeared then found her dancing Ciara had played in the background The parade music we made had us all wearing shades now, cool ""Where you stay?"" She said ""Down the street from Dominguez High"" Okay, I know thats borderline Compton or Paramount ""Well is it Compton?"" ""No,"" she replied and quickly start batting her eyes and Strictly had wanted her thighs around me Seventeen, with nothing but pussy stuck on my mental My motive was rather sinful ""What you trying to get into?"" She didnt tell, just gave me her Nextel Dropped the number, we chirped the whole summer and well   The summer had passed, and now Im liking her Conversation we having probably enticing her Who could imagine, maybe my actions would end up wifing her Love or lust, regardless, well fuck cause the trife in us Its deep rooted, the music of being young and dumb Is never muted; in fact, its much louder where Im from We know a lot bout each other, her mother was a crack addict She live with her granny and her younger two brothers Her favorite cousin Demetriuss irrepetible Family history of gang banging - did make me skeptical But not enough to stop me from getting a nut I wanna come over, whats up? Thats what I told her soon as this episode Of Martin go off, Im trying to get off I was in heat like a cactus, my tactics of being thirsty Probably could hurt me, but fuck it I got some heart Grab my mommas keys, hopped in the car, then oh boy   So now Im down Rosecrans in a Caravan Passing Alameda, my gas meter in need of a pump I got enough to get me through the traffic jam At least I hope cause my pockets broke as a promise man Im thinking bout that sex, thinking bout her thighs Or maybe kissing on her neck, or maybe what positions next Sent a picture of her titties blowing up my texts I looked at em and almost ran my front bumper into Corvette Enthused by the touch of a woman, shes a masseuse And Im a professional porn star when off the Goose I had a fifth in the trunk like Curtis Jackson for ransom Im hoping to get her loose like an Uncle Luke Anthem Im two blocks away, 250 feet And six steps from where she stay, she waving me cross the street I pulled up a smile on my face, and then I see Two niggas, two black hoodies, I froze as my phone rang   Please leave your message for 323- Record your message after the tone Kendrick. Where you at? Damn! Im sittin here waitin on my van You told me you was gon be back in fiffteen minutes! I gotta go to the county buildin, man These kids ready to eat! I’m ready to eat, shit I gotta get them food stamps, come on now You on you way or what? I hope you ain’t out there messin with them damn hood-rats out there, shit Especially that crazy-ass girl Sherane Plus you got school tomorrow You keep fuckin around in them streets, you ain’t gon pass to the next grade, 11th grade (Is that Kendrick on the phone?) Yo daddy hollerin bout some damn dominoes He want to holler at you too, gon head Kenny, gon, shit! (Hello? Yeah, where my motherfuckin dominoes at?) Kenny! (What?) You on his voicemail! Damn fool (Oh) Shit (K, where my motherfuckin dominoes at? This the second time I ask you to bring my fuckin dominoes!) Kenny give me the damn phone, shit. Don’t hang up! Damn! (Keep losing my damn dominoes we gone have to go in the backyard, and squab homie) Just let me- Kendrick! When you get this message, man Call me back. I need to know when you gon bring back my damn car This man fussin bout some damn dominoes It ain’t all that serious. Fuck, damn dominoes Shit Imma miss my damn appointment! Fuck! Fuck them damn dominoes, nobody wanna hear that Nobody want to hear yo ass! Mattafact, cut my motherfuckin oldies back on You killin my motherfuckin vibe"
"good kid, m.A.A.d city",bitch-dont-kill-my-vibe,"   I am a sinner whos probably gonna sin again Lord, forgive me! Lord, forgive me! Things I dont understand Sometimes I need to be alone Bitch, dont kill my vibe! Bitch, dont kill my vibe! I can feel your energy from two planets away I got my drink, I got my music I would share it, but today Im yelling Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe!   Look inside of my soul And you can find gold and maybe get rich Look inside of your soul and you can find out it never exist I can feel the changes I can feel a new life, I always knew life can be dangerous I can say that I like a challenge and you tell me its painless You dont know what pain is How can I paint this picture When the color blind is hangin with you? Fell on my face and awoke with a scar Another mistake livin deep in my heart Wear it on top of my sleeve in a flick I can admit that it did look like yours Why you resent every making of this? Tell me your purpose is petty again But even a small lighter can burn a bridge Even a small lighter can burn a bridge   I can feel the changes I can feel the new people around me just want to be famous You can see that my city found me Then put me on stages, to me thats amazin To you thats a quick check With all disrespect, let me say this   I am a sinner whos probably gonna sin again Lord, forgive me! Lord, forgive me! Things I dont understand Sometimes I need to be alone Bitch, dont kill my vibe! Bitch, dont kill my vibe! I can feel your energy from two planets away I got my drink, I got my music I would share it, but today Im yelling Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe!   Im tryin to keep it alive And not compromise the feeling we love Youre tryin to keep it deprived And only co-sign what radio does And Im lookin right past you We live in a world, we live in a world on two different axles You live in a world, you livin behind the mirror I know what you scared of The feeling of feeling emotions inferior This shit is vital, I know you had to This shit is vital, I know you had to To die in a pitiful vain, tell me a watch and a chain Is way more believable, give me a feasible gain Rather a seasonal name Ill let the people know this is somethin you can blame On yourselves, you can remain stuck in a box Ima break out and then hide every lock Ima break out and then hide every lock   I can feel the changes I can feel the new people around me just want to be famous You can see that my city found me Then put me on stages, to me thats amazin To you thats a quick check With all disrespect, let me say this   I am a sinner whos probably gonna sin again Lord, forgive me! Lord, forgive me! Things I dont understand Sometimes I need to be alone Bitch, dont kill my vibe! Bitch, dont kill my vibe! I can feel your energy from two planets away I got my drink, I got my music I would share it, but today Im yelling Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe!   Bitch, dont kill my vibe! You aint heard the Coast like this in a long time Dont you see that long line? And they waiting on Kendrick like the first and the fifteenth Threes in the air, I can see you are in sync Hide your feelings, hide your feelings Now what you better do Ill take your girlfriend and put that pussy on a pedestal Bitch, dont kill my vibe! Bitch, dont kill my vibe! Walk out the door and they scream its alive My New Years resolution is to stop all the pollution Talk too motherfuckin much, I got my drink, I got my music I say bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe! Bitch, dont kill my vibe!     Aye, K-Dot, get in the car, nigga! Come on, we finna roll out! Nigga, I got a pack of blacks and a beat CD Get yo freestyles ready!"
"good kid, m.A.A.d city",backseat-freestyle,"   Martin had a dream Martin had a dream Kendrick have a dream   All my life I want money and power Respect my mind or die from lead shower I pray my dick get big as the Eiffel Tower So I can fuck the world for seventy-two hours   Goddamn I feel amazing, damn Im in the matrix My mind is living on cloud nine and this 9 is never on vacation Start up that Maserati and vroom-vroom, Im racing Popping pills in the lobby and I pray they dont find her naked And I pray you niggas is hating, shooters go after Judas Jesus Christ if I live life on my knees, aint no need to do this Park it in front of Lueders, next to that Churchs Chicken All you pussies is losers, all my niggas is winners, screaming   All my life I want money and power Respect my mind or die from lead shower I pray my dick get big as the Eiffel Tower So I can fuck the world for seventy-two hours   Goddamn I got bitches, damn I got bitches Damn I got bitches, wifey, girlfriend and mistress All my life I want money and power Respect my mind or die from lead showers   Ive got twenty-five lighters on my dresser, yes sir Put fire to that ass, body cast on a stretcher And her body got that ass that a ruler couldnt measure And it make me cum fast but I never get embarrassed And I recognize you have what Ive been wanting since that record That Adina Howard had pop it fast to impress her She rolling, Im holding my scrotum and posing This voice here is golden, so fuck yall, I goes in and   All my life I want money and power Respect my mind or die from lead shower I pray my dick get big as the Eiffel Tower So I can fuck the world for seventy-two hours   Goddamn I got bitches, damn I got bitches Damn I got bitches, wifey, girlfriend and mistress All my life I want money and power Respect my mind or nigga its go time   Its go time, I roll in dough with a good grind And I run at ho with a baton Thats a relay race with a bouquet They say, ""K, you going marry mines"" Beeotch, no way, beeotch, no way, beeotch, no way, beeotch, okay Im never living life confined, I can feel you even if Im blind I can tell ya who what when where how to sell your game right on time Beeotch, go play, beeotch, go play, beeotch, go play, beeotch I look like OJ, killing everything from pussy to a mothafuckin Hit-Boy beat She pussy popping and I got options like an audible, I be C-O-M-P-T-O-N, I win, then ball at your defeat C-O-M-P-T-O-N, my city, mobbing in the street, yelling   All my life I want money and power Respect my mind or die from lead shower I pray my dick get big as the Eiffel Tower So I can fuck the world for seventy-two hours   Goddamn I got bitches, damn I got bitches Damn I got bitches, wifey, girlfriend and mistress All my life I want money and power Respect my mind or die from lead showers Let it run, Ali   Martin had a dream Martin had a dream Kendrick have a dream"
"good kid, m.A.A.d city",the-art-of-peer-pressure,"Part I   Everybody, everybody, everybody Everybody sit yo bitch-ass down And listen to this true mothafuckin story Told by Kendrick Lamar on Rosecrans, ya bish   Smokin on the finest dope, ay-ay-ay-ah Drank until I cant no mo, ay-ay-ay-ah Really Im a sober soul But Im with the homies right now And we aint askin for no favors Rush a nigga quick, then laugh about it later, ay-ay-ay-ah Really Im a peacemaker But Im with the homies right now And Momma used to say One day its gon burn you out One day its gon burn you out, out One day its gon burn you out One day its gon burn you But Im with the homies right now  Part II   Me and my niggas four deep in a white Toyota A quarter tank of gas, one pistol, and orange soda Janky stash box when the federalesll roll up Basketball shorts with the Gonzales Park odor We on the mission for bad bitches and trouble I hope the universe love you today Cause the energy we bringin sure to carry away A flock of positive activists and fill the body with hate If it’s necessary; bumpin Jeezy first album, lookin distracted Speakin language only we know, you think its an accent The windows roll down, all I see is a hand pass it Hotboxin like George Foreman grillin the masses Of the workin world We pulled up on a bunch of workin girls And asked them what they workin with Look at me, I got the blunt in my mouth Usually I’m drug-free, but shit, I’m with the homies   Yeah, nigga, we off a pill and Remy Red Come through and bust ya head, nigga! Me and the homies Sag all the way to the liquor store Where my niggas pour up 4 and get twisted some more Me and the homies I ride for my mothafuckin’ niggas Hop out, do my stuff, then hop back in Me and the homies Matter of fact, I hop out that mothafucka And be like, “Doo! Doo! Doo! Doo! Doo! Doo! Doo! Doo! Doo!”   It’s 2:30 and the sun is beamin Air conditioner broke and I hear my stomach screamin Hungry for anything unhealthy And if nutrition can help me I’ll tell you to suck my dick, then Ill continue eatin We speedin on the 405, passin Westchester You know, the light-skinned girls in all the little dresses Good Lord, they knew we weren’t from ‘round there ‘Cause every time we down there We pullin out the Boost Mobile SIM cards Bougie bitches with no extensions Hood niggas with bad intentions, the perfect combination Before we sparked a conversation We seen three niggas in colors we didn’t like Then started interrogatin I never was a gangbanger, I mean I never was stranger to the fonk neither, I really doubt it Rush a nigga quick and then we laugh about it That’s ironic, cause I’ve never been violent Until I’m with the homies   (Just ridin’, just ridin’) Me and the homies (Bullshittin’, actin’ a fool) Me and the homies (Trippin’, really trippin’) Me and the homies (Just ridin’, just ridin’, just ridin’)   Braggin about the episode we just had A shot of Hennessey didn’t make me feel that bad I’m usually a true firm believer of bad karma Consequences from evil will make your past haunt ya We tryna conquer the city with disobedience Quick to turn it up, even if we ain’t got the CD in But Jeezy still playin And our attitude is still “nigga, what is you sayin?” Pull in front of the house That we been campin out for like two months The sun is goin down as we take whatever we want   Aye, aye, nigga, jackpot, nigga, pop the safe! Aye, nigga, I think its somebody in this room! Wait, what?! Nigga, its somebody in this room!   I hit the back window in search of any Nintendo DVDs, plasma-screen TVs in the trunk We made a right, then made a left, then made a right Then made a left, we was just circlin life My mama called: ""Hello? What you doin?"" — ""Kickin it."" I should’ve told her I’m probably ‘bout to catch my first offense, with the homies But – they made a right, they made a left Then made a right, then another right One lucky night with the homies   K. Dot, you faded, hood? Yeah, we finally got that nigga faded I think he hit the wrong blunt though Ooh, which one? Well, which one he talkin about? I was finna hit the one with the shenanigans in it I pray he aint hit that Nah, that nigga straight, he aint hit that one Got the shenanigans? Give that nigga the shenanigans! Nigga, I think we should push back to the city, fo real doe Nigga, for what? What that nigga— whats that Jeezy song say, nigga? ""Last time I checked I was the man on these streets!"" Yeah, yeah, that shit right there Im tryna be the nigga in the street There he go. Man, you dont even know how the shit go Look, heres the plan, luv We gon use the kickback as a alibi, wait til the sun go down, roll out, complete the mission, drop K. Dot off at his mama van, at the park Cause I know he tryna fuck on Sherane tonight Thats what he’s not gon do Then we all gon meet back at the block at about 10:30 Thats straight, but we should meet up around 12 Im tryna fuck on somethin too Nigga, sit yo dumb-ass back down! Nigga, you aint doin shit tonight! Matter of fact, nigga, get in the mothafuckin car! We finna get active!  "
"good kid, m.A.A.d city",money-trees,"   Me and my niggas tryna get it, ya bish Hit the house lick: tell me, is you wit it, ya bish? Home invasion was persuasive From nine to five I know its vacant, ya bish Dreams of livin life like rappers do Back when condom wrappers wasnt cool I fucked Sherane and went to tell my bros Then Usher Raymond ""Let It Burn"" came on Hot sauce all in our Top Ramen, ya bish Park the car, then we start rhymin, ya bish The only thing we had to free our mind Then freeze that verse when we see dollar signs You lookin like a easy come-up, ya bish A silver spoon I know you come from, ya bish And thats a lifestyle that we never knew Go at a reverend for the revenue   It go Halle Berry or hallelujah Pick your poison, tell me what you doin Everybody gon respect the shooter But the one in front of the gun lives forever (The one in front of the gun, forever) And I been hustlin all day This-a-way, that-a-way Through canals and alleyways, just to say Money trees is the perfect place for shade And thats just how I feel, nah, nah A dollar might just fuck your main bitch Thats just how I feel, nah A dollar might say fuck them niggas that you came with Thats just how I feel, nah, nah A dollar might just make that lane switch Thats just how I feel, nah A dollar might turn to a million and we all rich Thats just how I feel   Dreams of livin life like rappers do Bump that new E-40 after school You know, “Big Ballin With My Homies” Earl Stevens had us thinkin rational Back to reality, we poor, ya bish Another casualty of war, ya bish Two bullets in my Uncle Tony head He said one day Ill be on tour, ya bish That Louis Burger never be the same A Louis belt will never ease that pain But Ima purchase when that day is jerkin Pull off at Churchs, with Pirellis skirtin Gang signs out the window, ya bish Hopin all of em offend you, ya bish They say your hood is a pot of gold And we gon crash it when nobodys home   It go Halle Berry or hallelujah Pick your poison, tell me what you doin Everybody gon respect the shooter But the one in front of the gun lives forever (The one in front of the gun, forever) And I been hustlin all day This-a-way, that-a-way Through canals and alleyways, just to say Money trees is the perfect place for shade And thats just how I feel, nah, nah A dollar might just fuck your main bitch Thats just how I feel, nah A dollar might say fuck them niggas that you came with Thats just how I feel, nah, nah A dollar might just make that lane switch Thats just how I feel, nah A dollar might turn to a million and we all rich Thats just how I feel   Be the last one out to get this dough? No way! Love one of you bucket-headed hoes? No way! Hit the streets, then we break the code? No way! Hit the brakes when they on patrol? No way! Be the last one out to get this dough? No way! Love one of you bucket-headed hoes? No way! Hit the streets, then we break the code? No way! Hit the brakes when they on patrol? No way!   Imagine Rock up in them projects Where them niggas pick your pockets Santa Claus dont miss them stockings Liquors spillin, pistols poppin Bakin soda YOLA whippin Aint no turkey on Thanksgivin My homeboy just domed a nigga I just hope the Lord forgive him Pots with cocaine residue Every day Im hustlin What else is a thug to do When you eatin cheese from the government? Gotta provide for my daughter nem Get the fuck up out my way, bish Got that drum and I got them bands Just like a parade, bish Drop that work up in the bushes Hope them boys dont see my stash If they do, tell the truth This the last time you might see my ass From the gardens where the grass aint cut Them serpents lurkin, Blood Bitches sellin pussy, niggas sellin drugs But its all good Broken promises, steal your watch And tell you what time it is Take your Js and tell you to kick it where a FootLocker is In the streets with a heater under my Dungarees Dreams of me gettin shaded under a money tree   It go Halle Berry or hallelujah Pick your poison, tell me what you doin Everybody gon respect the shooter But the one in front of the gun lives forever (The one in front of the gun, forever) And I been hustlin all day This-a-way, that-a-way Through canals and alleyways, just to say Money trees is the perfect place for shade And thats just how I feel   K’s Mom: Kendrick, just bring my car back, man. I called in for another appointment. I figured you weren’t gonna be back here on time anyways. Look, shit, shit, I just wanna get out the house, man. This man, on one, he feelin good as a motherfucker. Shit, I’m tryna get my thing goin, too. Just bring my car back. Shit, he faded. He feelin good. Look, listen to him! K’s Dad: Girl, girl, I want your body, I want your body, cause of that big ol’ fat ass. Girl, girl, I want your body, I want your body, cause of that big ol’ fat ass. K’s Mom: See, he high as hell. Shit, and he ain’t even trippin off them damn dominoes anymore. Just bring the car back! K’s Dad: Did somebody say dominoes?"
"good kid, m.A.A.d city",poetic-justice,"   Every second, every minute, man, I swear that she can get it Say if you a bad bitch put your hands up high, hands up high, hands up high Tell em dim the lights down right now, put me in the mood Im talking bout dark room, perfume, go, go   I recognize your fragrance, hold up, you aint never gotta say shit, uh And I know your taste is, a little bit hmm, high maintenance, uh Everybody else basic, you live life on an everyday basis With poetic justice, poetic justice If I told you that a flower bloomed in a dark room, would you trust it? I mean I write poems in these songs dedicated to you when Youre in the mood for empathy, theres blood in my pen Better yet, where your friends and em? I really wanna know you all I really wanna show you off, fuck that Pour up plenty of champagne, cold nights when you curse this name You called up your girlfriends and yall curled in that little bitty Range I heard that She wanna go and party, she wanna go and party Nigga dont approach her with that Atari, nigga, that aint good game, homie, sorry They say conversation rule a nation, I can tell But I could never right my wrongs less I write it down for real, P.S   You can get it, you can get it You can get it, you can get it And I know just, know just, know just, know just, know just what you want Poetic justice, put it in a song You can get it, you can get it You can get it, you can get it And I know just, know just, know just, know just, know just what you want Poetic justice, put it in a song   I really hope you play this, cause ol girl, you test my patience With all these seductive photographs and all these one off vacations Youve been taking clearly a lot for me to take in, it dont make sense Young East African girl, you too busy fucking with your other man I was tryna put you on game, put you on a plane Take you and your momma to the motherland, I could do it Maybe one day when you figure out youre gonna need someone When you figure out its alright here in the city and you dont run from where we come from That sound like poetic justice, poetic justice You were so new to this life but Goddamn, you got adjusted I mean I write poems in these songs dedicated to the fun sex Your natural hair and your soft skin and your big ass in that sundress, ooh Good God, what you doing that walk for? When I see that thing move, I just wish we would fight less and we would talk more And they say communication save relations, I can tell But I can never right my wrongs unless I write em down for real, P.S   You can get it, you can get it You can get it, you can get it And I know just, know just, know just, know just, know just what you want Poetic justice, put it in a song You can get it, you can get it You can get it, you can get it And I know just, know just, know just, know just, know just what you want Poetic justice, put it in a song   Every time I write these words, they become a taboo Making sure my punctuation curve, every letter heres true Living my life in the margin and that metaphor was proof Im talking poetic justice, poetic justice If I told you that a flower bloomed in a dark room, would you trust it? I mean you need to hear this, love is not just a verb Its you looking in the mirror, love is not just a verb Its you looking for it, maybe, call me crazy, we can both be insane A fatal attraction is common and what we have common is pain I mean you need to hear this, love is not just a verb And I can see power steering, sex drive when you swerve I want that interference, its coherent, I can hear it, uh-huh Thats your heartbeat, it either caught me or it called me, uh-huh Read slow and youll find gold mines in these lines Sincerely, yours truly and right before you go blind, P.S   You can get it, you can get it You can get it, you can get it And I know just, know just, know just, know just, know just what you want Poetic justice, put it in a song You can get it, you can get it You can get it, you can get it And I know just, know just, know just, know just, know just what you want Poetic justice, put it in a song   ""Im gon ask you one more time homie, where is you from? Or it is a problem"" ""Ay you over here for Sherane homie?"" ""Yo I dont care who this nigga over here for, if he dont tell where he come, its a wrap! Im sorry"" ""Hol up hol up hol up, we gon do it like this, OK? Imma tell you where Im from, OK? You gon tell me where you from, OK? Or where your Grandma stay, where your mama stay, or where your daddy stay, OK?"" ""Enough with all this talkin"" ""Matter of fact, get out the van homie. Get out the car before I snatch you out that motherfucker homie"""
"good kid, m.A.A.d city",good-kid,"   Mass hallucination, baby Ill education, baby Want to reconnect with your elations This is your station, baby   Look inside these walls And you see Im havin withdrawals of a prisoner on his way Trapped inside your desire to fire bullets that stray Track attire just tell you Im tired and ran away I should ask a choir ""What do you require To sing a song that acquire me to have faith?"" As the record spin I should pray For the record, I recognize that Im easily prey I got ate alive yesterday I got animosity buildin, its probably big as a buildin Me jumpin off of the roof is me just playin it safe But what am I posed to do when the topic is red or blue And you understand that I aint? But know Im accustomed to just a couple that look for trouble And live in the street with rank No better picture to paint than me walkin from bible study And called his homies because he had said he noticed my face From a function that tooken place, they was wonderin if I bang Step on my neck and get blood on your Nike checks I dont mind cause one day youll respect the good kid, m.A.A.d city   Mass hallucination, baby Ill education, baby Want to reconnect with your elations This is your station, baby   All I see is strobe lights, blinding me in my hindsight Finding me by myself, promise me you can help In all honesty I got time to be copacetic until You had finally made decision to hold me against my will It was like a head on collision that folded me standing still I can never pick out the difference and grade a cop on the bill Every time you clock in the morning, I feel you just want to kill All my innocence while ignoring my purpose to persevere as a better person I know you heard this and probably in fear But what am I supposed to do with the blinking of red and blue Flash from the top of your roof and your dog has to say woof And you ask, ""Lift up your shirt"" cause you wonder if a tattoo Of affiliation can make it a pleasure to put me through Gang files, but that dont matter because the matter is racial profile I heard them chatter: ""Hes probably young but I know that hes down"" Step on his neck as hard as your bullet proof vest He dont mind, he know well never respect, the good kid, m.A.A.d. city   Mass hallucination, baby Ill education, baby Want to reconnect with your elations This is your station, baby   All I see in this room: 20s, Xannies and these shrooms Grown-up candy for pain, can we live in a sane society Its entirely stressful upon my brain You hired me as a victim, I quietly hope for change When violence is the rhythm, inspired me to obtain The silence in this room with 20s, Xannies and shrooms Some grown-up candy I lost it, I feel its nothing to lose The streets sure to release the worst side of my best Dont mind, cause now you ever in debt to good kid, m.A.A.d. city   Mass hallucination, baby Ill education, baby Want to reconnect with your elations This is your station, baby"
"good kid, m.A.A.d city",maad-city,"   If Pirus and Crips all got along Theyd probably gun me down By the end of this song Seem like the whole city go against me Every time Im in the street I hear   ""YAWK! YAWK! YAWK! YAWK!""   ""Man down, where you from, nigga?"" ""Fuck who you know, where you from, my nigga?"" ""Where your grandma stay, huh, my nigga?"" ""This m.A.A.d city I run, my nigga""   Brace yourself Ill take you on a trip down memory lane This is not a rap on how Im slinging crack Or move cocaine This is cul-de-sac and plenty Cognac And major pain Not the drill sergeant But the stress that weighin on your brain It was me, L Boog, and Yan Yan YG Lucky Ride down Rosecrans It got ugly Waving your hand Out the window – Check yourself, uh Warriors and Conans Hope euphoria can slow dance With society The driver seat The first one to get killed Seen a light-skinned nigga with his brains blown out At the same burger stand where *beep* hang out Now this is not a tape recorder saying that he did it But ever since that day, I was looking at him different That was back when I was nine Joey packed the nine Pakistan on every porch is fine We adapt to crime Pack a van with four guns at a time With the sliding door Fuck is up? Fuck you shooting for If you aint walking up You fucking punk? Picking up the fucking pump Picking off you suckers Suck a dick or die or sucker punch A wall of bullets coming from AKs, ARs – ""Aye yall, duck"" Thats what momma said When we was eating the free lunch Aw man, goddamn All hell broke loose You killed my cousin back in 94 Fuck your truce Now crawl your head in that noose You wind up dead on the news Aint no peace treaty Just pieces BGs up to pre-approve Bodies on top of bodies IVs on top of IVs Obviously the coroner Between the sheets like the Isleys When you hop on that trolley Make sure your colors correct Make sure youre corporate Or theyll be calling your mother collect They say the governor collect All of our taxes, except When we in traffic and tragic happens That shit aint no threat You moving backwards if you suggest That you sleep with a TEC Go buy a chopper and have a doctor On speed dial, I guess M.A.A.d city   ""Man down, where you from, nigga?"" ""Fuck who you know, where you from, my nigga?"" ""Where your grandma stay, huh, my nigga?"" ""This m.A.A.d city I run, my nigga""   If Pirus and Crips all got along Theyd probably gun me down By the end of this song Seem like the whole city go against me Every time Im in the street I hear   ""YAWK! YAWK! YAWK!""     Wake your punk ass up It aint nothin but a Compton thang G-yeah Real simple and plain Let me teach you some lessons about the street (Smoke somethin nigga) Hood (Sup cuz) It aint nothing but a Compton thang G-yeah How we do   Fresh outta school Cause I was a high school grad Sleeping in the living room Of my mommas pad Reality struck I seen the white car crash Hit the light pole Two niggas hopped out on foot and dashed My Pops said I needed a job I thought I believed him Security guard for a month And ended up leaving In fact, I got fired Cause I was inspired By all of my friends To stage a robbery The third Saturday I clocked in Projects tore up Gang signs get thrown up Cocaine laced in marijuana And they wonder why I rarely smoke now Imagine if your first blunt Had you foaming at the mouth I was straight tweakin The next weekend We broke even I made allegiance That made a promise to see you bleedin You know the reasons But still will never know my life Kendrick – A.K.A. ""Comptons Human Sacrifice""   G-yeah Cocaine, weed Niggas been mixing shit since the 80s, loc Sherm sticks, butt nakeds Dip, make a nigga flip Cluck heads all up and down the block and shit One times crooked and shit Block a nigga in Alondra, Rosecrans, Bullis Its Compton   Im still in the hood, loc Yeah, thats cool The hood took me under So I follow the rules But yeah, thats like me I grew up in the hood where they bang And niggas that rep colors is doing the same thang Pass it to the left so I can smoke on me A couple drive-bys in the hood lately Couple of IVs with the fucking spray-can Shots in the crowd, then everybody ran Crew Im finna slay The street life I crave Shots hit the enemy Hearts turn brave Mount up Regulators in the whip Down the boulevard With the pistol grip Trip We in the hood still So loc, grab a strap Cause yeah, its so real Deal with the outcome A strap in the hand And a bird and ten grands Where a mothafucka stand   If I told you I killed a nigga at sixteen Would you believe me? Or see me to be Innocent Kendrick you seen in the street With a basketball And some Now and Laters to eat If I mentioned all of my skeletons Would you jump in the seat? Would you say my intelligence Now is great relief? And its safe to say that our next generation Maybe can sleep With dreams of being a lawyer or doctor Instead of boy with a chopper That hold the cul-de-sac hostage Kill em all if they gossip The Children of the Corn They vandalizing The option of living a lie Drown their body with toxins Constantly drinking and drive Hit the powder Then watch this Flame that arrive in his eye Listen coward The concept is aim And then bang it and slide Out that bitch with deposit A price on his head The tithes Probably go to the projects I – Live inside the belly of the rough Compton, U.S.A Made Me an Angel on Angel Dust What   M.A.A.d city Compton   Nigga, pass Dot the bottle, damn! You aint the one that got fucked up What you holding it for Niggas always acting unsensitive and shit Nigga, that aint no word Nigga, shut up! Hey, Dot, you good, my nigga? Dont even trip Just lay back and drink that"
